id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,log_price
18040417,Downtown HighRise Luxury Building!,42287744,Camilo,Manhattan,Financial District,40.70732,-74.01451,Private room,100,2,18,2018-08-16,0.65,1,95,4.605170185988092
16758426,"Charming & Modern, Comfortable & Efficient 1-BR",7265267,Louis,Manhattan,East Harlem,40.79345,-73.93977,Entire home/apt,190,3,29,2019-06-28,0.98,1,63,5.247024072160486
34136999,"Homey Tribeca Studio w/ Pool, Roofdeck, Gym & View by Blueground",107434423,Blueground,Manhattan,Tribeca,40.71691,-74.00511,Entire home/apt,270,30,0,NA,NA,232,283,5.598421958998375
22167066,Spacious & Private Harlem/Washington Heights Room,126397762,Xavier,Manhattan,Harlem,40.82967,-73.93957,Private room,80,1,63,2018-11-27,3.28,3,51,4.382026634673881
34470950,Chelsea Pines Inn - One Bedroom Suite,255234351,Ejaz,Manhattan,Chelsea,40.74052,-74.0031,Private room,200,1,0,NA,NA,4,355,5.298317366548036
27078212,Funky Chinatown Bunkbed for 2!,28576665,Anna & Ben,Manhattan,Chinatown,40.71694,-73.99032,Private room,90,1,12,2019-06-23,1.08,2,11,4.499809670330265
6000898,Magnificent Townhouse - Upper East Side - NYC,23708009,Eric,Manhattan,Upper East Side,40.78155,-73.95175,Entire home/apt,1200,5,43,2019-05-23,0.9,1,309,7.090076835776092
32438036,Sunny 3 Story 5BR 5Bath Townhouse Upper East Side!,243655782,Pam And Ray,Manhattan,Upper East Side,40.77534,-73.95287,Private room,1250,5,0,NA,NA,1,116,7.1308988302963465
9864199,Greenwich Village Penthouse,38795245,Tomo,Manhattan,Greenwich Village,40.73418,-73.99887,Entire home/apt,280,10,0,NA,NA,1,0,5.634789603169249
1884398,Art-filled 1BR on best block in WV,3627583,Brandon,Manhattan,West Village,40.73311,-74.00761,Entire home/apt,250,60,0,NA,NA,1,363,5.521460917862246
30388944,Mod + Lux Theater District 1BR w/ Indoor pool by Blueground,107434423,Blueground,Manhattan,Theater District,40.75971,-73.98551,Entire home/apt,350,30,0,NA,NA,232,266,5.857933154483459
3307936,NYC Studio Loft in Meatpacking,7889819,Tara,Manhattan,West Village,40.73993,-74.00619,Entire home/apt,240,1,22,2015-10-24,0.37,1,0,5.480638923341991
34121885,NYC Summer Housing,110319331,Xinting,Manhattan,Upper East Side,40.77132,-73.94829,Entire home/apt,130,5,4,2019-06-29,1.74,1,192,4.867534450455582
24137869,Master Garden Suite @ Northern Lights Mansion,1261480,Diane,Manhattan,Harlem,40.80646,-73.9517,Private room,1500,2,0,NA,NA,2,192,7.313220387090301
17360353,Great spacious room in Stylish apt near Highline,42024722,Daniel,Manhattan,Chelsea,40.7456,-74.00107,Private room,100,5,66,2019-07-01,2.37,2,99,4.605170185988092
2246112,"Upper E. side, one month minimum",11443640,James,Manhattan,Upper East Side,40.78158,-73.94808,Entire home/apt,110,1,3,2017-08-29,0.06,1,0,4.700480365792417
29711772,Luxury Apt near the Statue of Liberty,223578316,Susan,Manhattan,Financial District,40.7041,-74.0155,Entire home/apt,160,1,27,2019-06-26,3.28,1,302,5.075173815233827
11620062,Brand New Luxurious 1 BR - Outdoor Space,61391963,Corporate Housing,Manhattan,Kips Bay,40.74053,-73.97906,Entire home/apt,130,30,7,2019-04-15,0.2,91,312,4.867534450455582
21486004,Elegant Studio,67072838,Oscar,Manhattan,Midtown,40.74703,-73.98738,Entire home/apt,160,4,48,2019-06-08,2.44,1,327,5.075173815233827
20363207,Sophisticated & Modern NYC Urban Jewel Box,46677826,Nakia,Manhattan,Hell's Kitchen,40.76044,-73.99882,Entire home/apt,270,3,13,2019-07-05,0.6,1,116,5.598421958998375
18793151,"Cozy Home, Great Location",4099467,Vincent,Manhattan,Lower East Side,40.72146,-73.98838,Entire home/apt,120,1,2,2018-01-01,0.08,1,0,4.787491742782046
8523742,Uptown Studio With Character,44881523,Russell,Manhattan,Harlem,40.8294,-73.94695,Entire home/apt,100,3,13,2017-08-07,0.28,1,0,4.605170185988092
14027756,Large Soho Loft - Prime Location,57162807,Will,Manhattan,SoHo,40.72178,-73.99742,Entire home/apt,350,5,1,2016-09-23,0.03,1,0,5.857933154483459
9697969,East Village 3 Bedroom Apt,50080673,Eric,Manhattan,East Village,40.73033,-73.98788,Private room,100,1,0,NA,NA,1,0,4.605170185988092
2968070,Near Times Square and Hell's Kitchen,14380456,Claude,Manhattan,Hell's Kitchen,40.75971,-73.98979,Private room,120,1,365,2019-07-05,5.81,1,174,4.787491742782046
9478196,"Spacious W.Village Triplex, terrace",26748898,Abby,Manhattan,West Village,40.73431,-74.00635,Entire home/apt,280,3,4,2016-07-20,0.11,1,0,5.634789603169249
12764482,Times Square | Furnished | Apartment & Bedroom,69446151,Jinsoon,Manhattan,Hell's Kitchen,40.75726,-73.9953,Entire home/apt,90,5,1,2018-03-28,0.06,1,0,4.499809670330265
25950590,Cozy room close to Central Park and Columbia,2732777,Beatriz,Manhattan,Upper West Side,40.8018,-73.96264,Private room,120,3,19,2019-06-17,1.5,1,189,4.787491742782046
4435766,West Village - Celebrities + LIGHT,23025661,Lee,Manhattan,West Village,40.73191,-74.00679,Entire home/apt,300,3,0,NA,NA,1,0,5.703782474656201
35422845,Bright and cozy studio - separate kitchen in UES,266590338,Antonella,Manhattan,Upper East Side,40.77401,-73.94993,Entire home/apt,220,5,0,NA,NA,1,77,5.393627546352362
2017012,W Village Luxury Apt. (Super Bowl),10373126,Sirous,Manhattan,West Village,40.73967,-74.00933,Entire home/apt,850,3,0,NA,NA,1,0,6.745236349484363
30937595,Sonder | 11th Ave | Bright 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,40.76188,-73.99616,Entire home/apt,180,29,1,2019-06-20,1,327,281,5.19295685089021
3512428,Lovely room in doorman building,17616305,Gabrielle,Manhattan,Harlem,40.82774,-73.9508,Private room,90,2,127,2019-07-06,2.15,1,58,4.499809670330265
19138138,Gorgeous Sunny Room Avaliable in 3Br Condo,17603414,Kaan,Manhattan,Harlem,40.82566,-73.94438,Private room,60,5,18,2019-06-15,0.73,2,154,4.0943445622221
29547131,Nights in Midtown Manhattan-Ladies Only,222476614,Melanie,Manhattan,Kips Bay,40.74579,-73.97887,Shared room,40,2,6,2019-04-21,0.74,3,352,3.6888794541139363
4621213,"Cozy 2 bedroom, near Central Park",23899821,Maria,Manhattan,Upper West Side,40.78604,-73.97363,Entire home/apt,260,2,54,2019-07-01,0.98,1,16,5.560681631015528
3983422,Chelsea Home with a View,17546682,Angela,Manhattan,Chelsea,40.74496,-73.99934,Entire home/apt,120,4,1,2018-07-19,0.08,1,0,4.787491742782046
13713304,Private room in 2BR in Morningside Heights,80091971,Brian,Manhattan,Upper West Side,40.80421,-73.96738,Private room,80,2,17,2016-09-25,0.46,2,0,4.382026634673881
24226102,Class on Wall Street,34358062,Rachel,Manhattan,Financial District,40.70399,-74.00827,Private room,100,2,1,2018-04-07,0.07,1,0,4.605170185988092
29359338,Cosy bedroom in prime Soho,9319215,Julia,Manhattan,SoHo,40.72751,-74.0018,Private room,250,7,3,2019-01-18,0.44,1,0,5.521460917862246
10958463,Nice bedroom at Manhattan -Upper East Side/Harlem,21784104,Paulo,Manhattan,East Harlem,40.79226,-73.93895,Private room,150,3,73,2019-05-25,1.85,1,32,5.0106352940962555
8921125,Superbe appartement vue sur Central Park,36264739,Carole,Manhattan,Upper West Side,40.7941,-73.96314,Entire home/apt,430,5,1,2018-01-03,0.05,1,0,6.063785208687608
4517117,BELLA CASA-Pvt Rm-2 beds-Sleeps 4. Near Columbia!!,16480700,Eddie&Vlad,Manhattan,Harlem,40.82014,-73.95433,Private room,100,2,146,2019-06-10,2.59,7,83,4.605170185988092
16791336,Spacious Room in East Village Oasis,25505776,Michal,Manhattan,East Village,40.72931,-73.98258,Private room,100,6,5,2019-06-18,0.21,1,0,4.605170185988092
14107667,"West 89th Street, Luxury Svcd 1bd UWS Apartment",22541573,Ken,Manhattan,Upper West Side,40.78989,-73.97264,Entire home/apt,270,30,0,NA,NA,87,354,5.598421958998375
15988494,QUEEN BEDROOM in sunny CENTRAL PARK apartment,103892907,Dali,Manhattan,Harlem,40.79935,-73.95399,Private room,100,1,2,2016-12-10,0.06,1,0,4.605170185988092
1945115,Beautiful Luxury Room in Central Harlem/Columbia,10061009,Minetta,Manhattan,Harlem,40.80419,-73.95582,Private room,90,4,57,2019-07-05,2.67,1,74,4.499809670330265
12869930,2 bedroom Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76313,-73.99482,Entire home/apt,120,30,4,2019-04-17,0.12,31,65,4.787491742782046
8720923,Sunny and Spacious Private Bedroom,41324442,Richard,Manhattan,Lower East Side,40.71971,-73.98494,Private room,90,4,59,2019-07-01,1.36,1,2,4.499809670330265
28085491,1 Bedroom in NYC's Lower East Side! | Chinatown,50250626,Greg,Manhattan,Lower East Side,40.71882,-73.98554,Entire home/apt,180,1,52,2019-07-04,5.2,1,162,5.19295685089021
33259063,LUXURIOUS! Private Bedroom/Bath near Central Park,21686560,Katarina,Manhattan,Upper East Side,40.77399,-73.9461,Private room,220,1,6,2019-05-25,1.94,1,242,5.393627546352362
20321714,Great spacious prime studio in Midtown,115844816,Tony,Manhattan,Murray Hill,40.74819,-73.97201,Entire home/apt,200,6,2,2017-10-24,0.09,1,341,5.298317366548036
6151450,Large room in Hamilton Heights,26790498,Esther,Manhattan,Harlem,40.82366,-73.9461,Private room,50,3,1,2018-05-28,0.07,1,0,3.912023005428146
32681579,"Artful UWS King Room near Central Park, Museums",245314318,Arthouse Hotel,Manhattan,Upper West Side,40.78241,-73.98077,Private room,220,1,0,NA,NA,10,284,5.393627546352362
26251659,"LYRIC - 2 Bedroom Suite, 1 Bath, Kitchen",197053492,Lyric At 70 Pine,Manhattan,Financial District,40.7057,-74.00819,Entire home/apt,650,1,7,2019-05-19,0.76,8,315,6.476972362889683
13767238,"2 bedroom w/ private back yard, laundry in unit!",24908787,William,Manhattan,SoHo,40.72541,-74.001,Entire home/apt,200,30,1,2016-07-06,0.03,1,0,5.298317366548036
36445121,UWS Spacious Master Bedroom Sublet,274014453,Dagmara,Manhattan,Upper West Side,40.79952,-73.96003,Private room,80,30,0,NA,NA,1,90,4.382026634673881
16194815,Renovated Harlem Brownstone Apartment,31820164,Tysun,Manhattan,Harlem,40.81816,-73.94544,Entire home/apt,100,4,62,2019-06-17,2.1,1,80,4.605170185988092
28802019,Modern  Manhattan Brownstone -1 Block to Subway,217221109,Rich,Manhattan,Harlem,40.80839,-73.94375,Entire home/apt,200,1,40,2019-07-02,4.88,1,274,5.298317366548036
10249886,Cozy 1BR located in Midtown Manhattan,50914821,Ken,Manhattan,Hell's Kitchen,40.76577,-73.9855,Private room,140,1,101,2019-06-25,2.36,1,365,4.941642422609304
21701695,Lovely Private Room with Balcony in New York,96346005,Yamile,Manhattan,Upper West Side,40.77268,-73.98933,Private room,140,3,69,2019-06-25,3.47,3,70,4.941642422609304
11716677,Private East village Studio NO roommates Full bath,23902914,John,Manhattan,East Village,40.73082,-73.98445,Entire home/apt,70,1,144,2019-06-25,3.55,1,49,4.248495242049359
1866051,1 BR in Luxury Chelsea Doorman Bldg,9729421,Brian,Manhattan,Chelsea,40.74386,-74.00106,Entire home/apt,200,2,2,2016-03-13,0.05,1,0,5.298317366548036
7711899,FEMALE ONLY 'Heaven'PrivateBed/SharedSpace w/Wifi,40509550,Denise,Manhattan,Washington Heights,40.84805,-73.94209,Shared room,40,1,14,2018-11-01,0.3,1,363,3.6888794541139363
35635841,A Very Special Apt - Lots of Light and Space,267989178,Seza,Manhattan,Kips Bay,40.74318,-73.97916,Entire home/apt,800,2,0,NA,NA,1,254,6.684611727667927
20724736,Comfy Private Bedroom/Bathroom,135904657,David,Manhattan,Harlem,40.80482,-73.95107,Private room,120,2,54,2018-12-27,2.44,2,0,4.787491742782046
32992225,Enchanting quiet NOLITA sanctuary loft,28480501,Elisha,Manhattan,Nolita,40.72222,-73.99692,Private room,150,14,3,2019-06-21,2.57,1,36,5.0106352940962555
35402354,The perfect 3BR apartment,115771987,Yuki,Manhattan,Financial District,40.70723,-74.01045,Entire home/apt,220,30,0,NA,NA,6,299,5.393627546352362
31103138,Best price-City College-1 train 20 min. Times Sq.,231830871,Sait,Manhattan,Harlem,40.81818,-73.95506,Shared room,50,1,27,2019-06-08,5.51,1,98,3.912023005428146
13641625,Private rooms in beautiful apartment on UWS,26621764,Marit,Manhattan,Morningside Heights,40.80534,-73.96654,Private room,150,1,0,NA,NA,1,0,5.0106352940962555
170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,80,2,15,2016-02-15,0.16,1,0,4.382026634673881
21486579,Times Square Holiday Rental Loft!,142053,Jowelle,Manhattan,Hell's Kitchen,40.76565,-73.98554,Shared room,300,2,37,2019-02-18,1.8,5,188,5.703782474656201
18059231,Cozy bedroom near Lincoln Center / UWS,5235811,David,Manhattan,Upper West Side,40.77317,-73.98895,Private room,70,1,0,NA,NA,1,0,4.248495242049359
6347729,Modern& Pretty Bedroom UpperBest!!!!,33064599,Yukee,Manhattan,Upper West Side,40.80168,-73.96543,Private room,60,3,68,2019-04-19,1.42,6,319,4.0943445622221
25288989,COZY ROOM IN EAST VILLAGE TO CRASH!,48049796,Chester,Manhattan,East Village,40.72823,-73.98425,Private room,100,1,24,2019-06-30,1.79,2,91,4.605170185988092
17548575,Great room in the heart of NYC,118870308,Laura,Manhattan,Murray Hill,40.7464,-73.97669,Private room,80,1,2,2017-04-08,0.07,1,0,4.382026634673881
16214404,"Small but cozy room in Roosevelt Island, Location!",31207419,Yandong,Manhattan,Roosevelt Island,40.76213,-73.94889,Private room,40,2,1,2016-12-25,0.03,1,0,3.6888794541139363
28856920,FiDi 1 Bedroom w/Huge Gym in Luxury Building,4722955,Kelly,Manhattan,Financial District,40.70665,-74.01503,Entire home/apt,180,30,1,2018-12-31,0.16,1,54,5.19295685089021
4730379,Bedroom in Spacious East Village Apt,10503555,Amanda,Manhattan,East Village,40.72717,-73.991,Private room,60,26,0,NA,NA,1,0,4.0943445622221
7819706,East Village 1 Bedroom,13612070,Steph,Manhattan,East Village,40.7305,-73.98416,Entire home/apt,150,1,0,NA,NA,1,0,5.0106352940962555
16300982,Luxurious LES/Nolita Loft,56089590,Nise,Manhattan,Lower East Side,40.72018,-73.98521,Entire home/apt,250,3,53,2019-06-06,1.98,1,220,5.521460917862246
10514879,"2BR Luxury Sunny Apt, East Village",4118478,Katherine,Manhattan,East Village,40.72948,-73.98885,Entire home/apt,450,1,1,2016-03-27,0.03,1,0,6.1092475827643655
6167683,Charming one bedroom Central Park,25228783,Laurence,Manhattan,Upper West Side,40.77804,-73.97611,Entire home/apt,210,6,7,2017-08-26,0.14,1,0,5.3471075307174685
15452878,Discounted! Comfy and quiet room in SoHo.,1475812,Ignani,Manhattan,Nolita,40.72104,-73.99498,Private room,130,2,123,2019-06-07,3.79,3,59,4.867534450455582
9325979,Gorgeous Loft in the LES/Chinatown!,48402458,Mo,Manhattan,Chinatown,40.71377,-73.99311,Entire home/apt,190,2,119,2019-06-23,2.72,1,78,5.247024072160486
32238473,Sonder | Stock Exchange | Sleek Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70581,-74.01226,Entire home/apt,240,2,5,2019-06-12,1.35,327,284,5.480638923341991
18120248,Great Studio,6473469,Yoni,Manhattan,Upper West Side,40.79487,-73.96555,Entire home/apt,100,3,3,2017-04-25,0.11,1,0,4.605170185988092
25056684,Spacious Studio in the Hamilton Heights,129823499,Waleed,Manhattan,Harlem,40.81931,-73.956,Entire home/apt,110,7,0,NA,NA,1,0,4.700480365792417
10116081,Apartment in Midtown East of NYC,51913270,Andrew,Manhattan,Midtown,40.75939,-73.96949,Entire home/apt,200,1,0,NA,NA,1,0,5.298317366548036
13953224,Luxury Apt With Sunset View,83072717,Donna,Manhattan,Chelsea,40.7464,-73.9909,Entire home/apt,190,7,0,NA,NA,1,0,5.247024072160486
32240417,Sonder | Stock Exchange | Airy 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.7074,-74.01043,Entire home/apt,230,2,6,2019-06-16,2.5,327,328,5.438079308923196
24313356,Luxurious private Upper Westside Bedroom #2,183423525,Nina,Manhattan,Upper West Side,40.80222,-73.96763,Private room,60,30,1,2018-05-13,0.07,4,216,4.0943445622221
3686493,Irving Place!Doorman!Laundry 5135,16098958,Jeremy & Laura,Manhattan,Gramercy,40.73632,-73.98475,Entire home/apt,180,30,0,NA,NA,96,312,5.19295685089021
14100582,Warm Central Park Upper West Side One Bedroom,55836825,Natalie,Manhattan,Upper West Side,40.78903,-73.96956,Entire home/apt,150,1,0,NA,NA,1,0,5.0106352940962555
17497948,1 bedroom apt in 2 bridges/Chinatown,8381084,Pierre,Manhattan,Civic Center,40.71264,-73.99893,Entire home/apt,80,2,12,2019-03-15,0.43,2,8,4.382026634673881
30155157,Large room near CUMC....,222749009,Hana,Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,2019-06-07,1.02,3,71,3.912023005428146
31953973,Luxury 1 Bedroom -Midtown/Times Square/Centralpark,37412692,Kim,Manhattan,Midtown,40.76467,-73.98277,Entire home/apt,120,30,0,NA,NA,4,362,4.787491742782046
21265189,Private Quiet Room in the BEST Location!! ❤,14552154,Leslie,Manhattan,Midtown,40.74465,-73.98535,Private room,140,2,84,2019-06-24,4.03,4,103,4.941642422609304
32012198,Murray Hill Jewel With Outdoor Space,50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74657,-73.97685,Entire home/apt,140,29,0,NA,NA,31,130,4.941642422609304
13857312,Renovated East Village 1BR,12485770,Raanan,Manhattan,East Village,40.729,-73.98098,Entire home/apt,120,30,6,2019-02-08,0.24,9,150,4.787491742782046
16488277,Your Fab Home Away from Home awaits You in NYC!!!!,59559158,Hello,Manhattan,Tribeca,40.72355,-74.01045,Entire home/apt,380,2,30,2019-06-09,1.03,1,38,5.940171252720432
2217342,1BR West Village! Landmark Building,1544485,Laura And Jake,Manhattan,West Village,40.73311,-74.00401,Entire home/apt,180,7,19,2016-07-31,0.31,1,0,5.19295685089021
3372642,"Upper West Side Apt, One Block to Central Park",1283991,Loubna,Manhattan,Upper West Side,40.78818,-73.97133,Entire home/apt,220,3,0,NA,NA,1,0,5.393627546352362
33781532,Fabulous 3BR/3BA NoMad Midtown LOFT,253474169,Zoie + Chris,Manhattan,Midtown,40.74615,-73.98872,Entire home/apt,800,3,13,2019-06-20,4.59,1,84,6.684611727667927
4274595,Garden Oasis Apartment - 2 bedroom,22088164,Julia,Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,200,3,162,2019-06-15,2.84,1,208,5.298317366548036
6947196,5th ave Flatiron Loft,36425465,Eli,Manhattan,Chelsea,40.73857,-73.99256,Entire home/apt,800,15,0,NA,NA,1,0,6.684611727667927
683084,Midtown West- A COZY ONE bedroom.,3480879,Danny,Manhattan,Chelsea,40.75286,-74.00162,Entire home/apt,200,6,40,2017-10-15,0.5,1,0,5.298317366548036
14779359,"3 BD,2 BTH, Doorman,15 mins to Midtown",47219202,Roy & Rita,Manhattan,Harlem,40.8222,-73.94323,Entire home/apt,200,2,15,2019-07-07,0.58,1,54,5.298317366548036
7116864,Central Park 1BR Apt NYC Manhattan,20515254,Gill,Manhattan,Upper West Side,40.76812,-73.98341,Entire home/apt,100,3,99,2019-06-23,2.08,1,45,4.605170185988092
8721348,Midcentury Modern Duplex 3BR/2BA in Times Square,45774138,Jeff & Stephanie,Manhattan,Hell's Kitchen,40.76302,-73.98833,Entire home/apt,500,3,55,2019-06-24,1.23,1,46,6.214608098422191
22795221,Gorgeous natural light in Chelsea photo studio,3750764,Kevin,Manhattan,Chelsea,40.75021,-74.00479,Entire home/apt,1500,1,0,NA,NA,6,0,7.313220387090301
10157256,"Gramercy Park restful, cozy, sun-filled home",28722501,Javier,Manhattan,Gramercy,40.73618,-73.9833,Entire home/apt,250,2,47,2019-07-06,2.15,1,89,5.521460917862246
13912267,⚜ Sun-Filled 1BR in Upper East Side ⚜,79675471,Joanna,Manhattan,Upper East Side,40.76858,-73.95346,Entire home/apt,100,2,0,NA,NA,1,0,4.605170185988092
12445714,Sun kissed 1br Harlem (WHOLE apt),67332509,Nkem,Manhattan,Harlem,40.82579,-73.94324,Entire home/apt,100,1,3,2016-05-29,0.08,1,0,4.605170185988092
12989767,Beautiful Studio on Tree-Lined St.,16436459,Liz,Manhattan,Chelsea,40.74583,-74.00451,Entire home/apt,180,4,30,2019-07-01,0.82,1,48,5.19295685089021
6131580,Classic Soho Brownstone,311608,Richard,Manhattan,SoHo,40.72716,-74.0032,Entire home/apt,300,10,7,2019-06-21,2.04,1,239,5.703782474656201
9025602,Luxury 1-Bedroom Financial District Apartment!,30283594,Kara,Manhattan,Financial District,40.70726,-74.01429,Entire home/apt,230,30,0,NA,NA,121,184,5.438079308923196
34857809,Artistic Studio on the Upper East Side,69433846,Isabelle,Manhattan,Upper East Side,40.77621,-73.9616,Entire home/apt,180,2,0,NA,NA,1,0,5.19295685089021
7177958,Convienent 1-bedroom near Columbia,780952,Maria,Manhattan,Morningside Heights,40.80441,-73.96409,Entire home/apt,120,2,7,2016-10-10,0.15,1,0,4.787491742782046
869522,Private room/Upper Manhattan,4581489,Nick,Manhattan,Harlem,40.82579,-73.94907,Private room,60,2,2,2015-12-08,0.05,1,0,4.0943445622221
11758988,Your Harlem home away from home,3150538,Sarah,Manhattan,Harlem,40.82066,-73.95259,Entire home/apt,220,3,25,2019-01-01,0.63,1,0,5.393627546352362
29616041,"Cozy Apt in UWS Manhattan, Columbia, Central Park",222285897,Alvin,Manhattan,Morningside Heights,40.80431,-73.96512,Private room,100,1,23,2019-06-18,3.22,4,64,4.605170185988092
27235864,Cozy bedroom in Harlem,28449397,Vanessa,Manhattan,Harlem,40.82962,-73.94212,Private room,80,1,12,2019-05-21,1.04,2,357,4.382026634673881
6741094,Gorgeous Luxury Apartment,35299368,Adriana,Manhattan,Murray Hill,40.74798,-73.9814,Private room,200,1,1,2015-06-21,0.02,1,0,5.298317366548036
29215529,CHARMING & SPACIOUS CENTRALLY LOCATED STUDIO APT,217996544,Ofir,Manhattan,Kips Bay,40.74139,-73.98132,Entire home/apt,200,30,0,NA,NA,2,365,5.298317366548036
5298299,Sunny Private Bedroom in Chelsea,11462251,Danielle,Manhattan,Chelsea,40.73885,-73.99701,Private room,110,2,2,2015-09-21,0.04,1,0,4.700480365792417
5319431,Beautiful Design studio next to Central Park!,27315132,Stratos,Manhattan,East Harlem,40.78866,-73.95461,Entire home/apt,110,6,25,2018-07-22,0.49,1,161,4.700480365792417
30155402,Large room near Columbia uni med school,222749009,Hana,Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,2019-04-29,0.39,3,180,3.912023005428146
9824613,Studio near GramercyPark w/ Kitchen,50601765,Xinyan,Manhattan,Kips Bay,40.74195,-73.98242,Entire home/apt,120,2,4,2016-09-05,0.11,1,0,4.787491742782046
32182464,2BR DUPLEX WITH PRIVATE GARDEN IN CHELSEA,200380610,Pranjal,Manhattan,Chelsea,40.74468,-74.00157,Entire home/apt,380,90,0,NA,NA,65,364,5.940171252720432
8684292,Times Sq/Restaurant Row Apartment,45601660,John,Manhattan,Hell's Kitchen,40.759,-73.98894,Entire home/apt,300,1,0,NA,NA,1,0,5.703782474656201
28911924,Charming Times Square Midtown One Bedroom!,40245658,Alexa,Manhattan,Hell's Kitchen,40.7617,-73.98882,Private room,80,2,34,2019-06-09,4.47,3,103,4.382026634673881
6103774,Studio Apt East Harlem,27289632,Willa,Manhattan,East Harlem,40.79842,-73.93549,Entire home/apt,90,3,138,2019-07-02,2.74,1,71,4.499809670330265
25844166,"Last minute pricing! quiet street, heart of SoHo",7266843,Asaf,Manhattan,SoHo,40.7258,-74.0015,Private room,40,6,2,2019-03-03,0.17,1,0,3.6888794541139363
29761241,Midtown room in the center of the NYC universe.,215229943,Mark,Manhattan,Hell's Kitchen,40.76458,-73.98686,Private room,100,5,8,2019-05-26,0.98,1,179,4.605170185988092
27611098,Bright spacious home in the Upper East,24363273,Kelly,Manhattan,East Harlem,40.78549,-73.94895,Entire home/apt,200,20,1,2018-08-10,0.09,1,341,5.298317366548036
16220849,☝ Your Sweet Suite Spot ☝,69189948,Ella,Manhattan,Washington Heights,40.84862,-73.93299,Private room,80,2,45,2019-07-01,1.44,3,183,4.382026634673881
8145339,Chelsea 2-Bedroom Doorman Apt NEW,24430182,Carole,Manhattan,Chelsea,40.74318,-73.9982,Entire home/apt,130,1,6,2016-11-27,0.13,1,0,4.867534450455582
12704159,"Luxury, doorman Building- FIDI",2676750,Shayna,Manhattan,Financial District,40.70789,-74.01521,Private room,90,3,0,NA,NA,1,0,4.499809670330265
32528831,Private Rooftop UWS Cozy Apartment,244438661,Bel,Manhattan,Upper West Side,40.7966,-73.97428,Private room,120,3,1,2019-04-14,0.35,2,0,4.787491742782046
9730784,Private Space in Lower East Side,1038645,Kim,Manhattan,Lower East Side,40.72133,-73.9877,Private room,140,1,5,2018-05-15,0.12,1,0,4.941642422609304
1887291,"Private, Peaceful Times Square 1BR",9817733,Ana,Manhattan,Hell's Kitchen,40.75406,-73.99376,Entire home/apt,160,3,158,2019-06-15,2.33,1,188,5.075173815233827
34962230,"Private studio 539
Manhattan/Reviews-check profile",183571032,Igor,Manhattan,Upper East Side,40.76805,-73.94929,Entire home/apt,150,1,2,2019-06-17,2,1,83,5.0106352940962555
8442997,"1,000 Square Foot Apt - in MANHATTAN!",18418581,Pooja,Manhattan,Washington Heights,40.85432,-73.93198,Entire home/apt,240,1,28,2019-03-10,0.64,3,364,5.480638923341991
20195539,Leah's Place,143817547,Leah,Manhattan,East Harlem,40.78809,-73.94319,Entire home/apt,200,7,3,2017-10-09,0.14,1,0,5.298317366548036
145994,Cozy 2 Bedroom with Private Garden,706418,Carolyn,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,100,5,2,2018-07-06,0.08,1,0,4.605170185988092
25031182,Comfy bedroom in heart of Lower East Side,2830216,Drew,Manhattan,Lower East Side,40.71937,-73.99202,Private room,60,7,9,2018-11-17,0.71,1,0,4.0943445622221
35871515,Sonder | 116 John | Stunning 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70772,-74.00673,Entire home/apt,160,29,0,NA,NA,327,347,5.075173815233827
33431823,a brand new cozy shared apartment by Central Park,251852817,Owen,Manhattan,East Harlem,40.79949,-73.94265,Shared room,60,1,8,2019-06-16,2.4,7,90,4.0943445622221
1730937,Private room in Midtown East,9119678,Alex,Manhattan,Midtown,40.75622,-73.9728,Private room,120,2,27,2019-05-10,0.58,1,325,4.787491742782046
25327993,Basic Little Italy 2,181074926,Billy,Manhattan,Little Italy,40.71773,-73.99812,Private room,100,1,25,2019-06-22,1.92,3,323,4.605170185988092
891117,Private Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,40.82264,-73.94041,Private room,50,1,594,2019-06-15,7.57,3,339,3.912023005428146
4198391,"Manhattan 1-Bedroom, East Village",7805184,Valeria,Manhattan,East Village,40.72956,-73.98275,Entire home/apt,160,3,0,NA,NA,1,0,5.075173815233827
21884602,Large Room for 2 people queen size bed,158710682,Cedar,Manhattan,Midtown,40.75346,-73.96872,Private room,90,1,2,2017-12-03,0.1,3,217,4.499809670330265
13670376,Bright and spacious 1 BR,79510521,Nina,Manhattan,Murray Hill,40.74327,-73.97202,Entire home/apt,160,5,2,2016-07-28,0.05,1,0,5.075173815233827
